Entity,Code,Year,Renewables per capita (kWh)
Iraq,IRQ,1985,0.108926
Iraq,IRQ,1986,0.104756
Iraq,IRQ,1987,0.444253
Iraq,IRQ,1988,0.43476
Iraq,IRQ,1989,0.424962
Iraq,IRQ,1990,0.74157
Iraq,IRQ,1991,0.333101
Iraq,IRQ,1992,0.787775
Iraq,IRQ,1993,0.902977
Iraq,IRQ,1994,0.888219
Iraq,IRQ,1995,0.981537
Iraq,IRQ,1996,0.867346
Iraq,IRQ,1997,0.856144
Iraq,IRQ,1998,0.778487
Iraq,IRQ,1999,0.43357
Iraq,IRQ,2000,0.377878
Iraq,IRQ,2001,0.421919
Iraq,IRQ,2002,0.501498
Iraq,IRQ,2003,0.505236
Iraq,IRQ,2004,0.591514
Iraq,IRQ,2005,0.488959
Iraq,IRQ,2006,0.486013
Iraq,IRQ,2007,0.43457
Iraq,IRQ,2008,0.272664
Iraq,IRQ,2009,0.256271
Iraq,IRQ,2010,0.316919
Iraq,IRQ,2011,0.286728
Iraq,IRQ,2012,0.355139
Iraq,IRQ,2013,0.359441
Iraq,IRQ,2014,0.213913
Iraq,IRQ,2015,0.185148
Iraq,IRQ,2016,0.235505
Iraq,IRQ,2017,0.148683
Iraq,IRQ,2018,0.12125
Iraq,IRQ,2019,0.159691
Ireland,IRL,1965,0.926612
Ireland,IRL,1966,0.831854
Ireland,IRL,1967,0.783234
Ireland,IRL,1968,0.745253
Ireland,IRL,1969,0.560666
Ireland,IRL,1970,0.766535
Ireland,IRL,1971,0.438935
Ireland,IRL,1972,0.638108
Ireland,IRL,1973,0.585632
Ireland,IRL,1974,0.712084
Ireland,IRL,1975,0.463421
Ireland,IRL,1976,0.516484
Ireland,IRL,1977,0.637545
Ireland,IRL,1978,0.588444
Ireland,IRL,1979,0.686324
Ireland,IRL,1980,0.68715
Ireland,IRL,1981,0.698601
Ireland,IRL,1982,0.645363
Ireland,IRL,1983,0.622154
Ireland,IRL,1984,0.544735
Ireland,IRL,1985,0.66249
Ireland,IRL,1986,0.725865
Ireland,IRL,1987,0.542102
Ireland,IRL,1988,0.689897
Ireland,IRL,1989,0.552232
Ireland,IRL,1990,0.551442
Ireland,IRL,1991,0.589035
Ireland,IRL,1992,0.646838
Ireland,IRL,1993,0.610847
Ireland,IRL,1994,0.731038
Ireland,IRL,1995,0.563755
Ireland,IRL,1996,0.585488
Ireland,IRL,1997,0.615527
Ireland,IRL,1998,0.881272
Ireland,IRL,1999,0.836871
Ireland,IRL,2000,0.870166
Ireland,IRL,2001,0.737759
Ireland,IRL,2002,0.968999
Ireland,IRL,2003,0.779042
Ireland,IRL,2004,0.930001
Ireland,IRL,2005,1.217073
Ireland,IRL,2006,1.563634
Ireland,IRL,2007,1.716791
Ireland,IRL,2008,2.144615
Ireland,IRL,2009,2.398327
Ireland,IRL,2010,2.135547
Ireland,IRL,2011,3.061908
Ireland,IRL,2012,2.93659
Ireland,IRL,2013,3.119713
Ireland,IRL,2014,3.512846
Ireland,IRL,2015,4.273479
Ireland,IRL,2016,4.025154
Ireland,IRL,2017,4.669149
Ireland,IRL,2018,5.257814
Ireland,IRL,2019,5.830545
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.001473
Israel,ISR,1982,0.001448
Israel,ISR,1983,0.000712
Israel,ISR,1984,0.0014
Israel,ISR,1985,0.001377
Israel,ISR,1986,0.004064
Israel,ISR,1987,0.006666
Israel,ISR,1988,0.006548
Israel,ISR,1989,0.001923
Israel,ISR,1990,0.001874
Israel,ISR,1991,0.003632
Israel,ISR,1992,0.016948
Israel,ISR,1993,0.014653
Israel,ISR,1994,0.012513
Israel,ISR,1995,0.013175
Israel,ISR,1996,0.012291
Israel,ISR,1997,0.012474
Israel,ISR,1998,0.012185
Israel,ISR,1999,0.015737
Israel,ISR,2000,0.014482
Israel,ISR,2001,0.009107
Israel,ISR,2002,0.014223
Israel,ISR,2003,0.01866
Israel,ISR,2004,0.016504
Israel,ISR,2005,0.016068
Israel,ISR,2006,0.010002
Israel,ISR,2007,0.009311
Israel,ISR,2008,0.012031
Israel,ISR,2009,0.036123
Israel,ISR,2010,0.060339
Israel,ISR,2011,0.104185
Israel,ISR,2012,0.163712
Israel,ISR,2013,0.188932
Israel,ISR,2014,0.298462
Israel,ISR,2015,0.399378
Israel,ISR,2016,0.528048
Israel,ISR,2017,0.512676
Israel,ISR,2018,0.522488
Israel,ISR,2019,0.845189
Italy,ITA,1965,2.435536
Italy,ITA,1966,2.511436
Italy,ITA,1967,2.427174
Italy,ITA,1968,2.435733
Italy,ITA,1969,2.350465
Italy,ITA,1970,2.314912
Italy,ITA,1971,2.231337
Italy,ITA,1972,2.311702
Italy,ITA,1973,2.103869
Italy,ITA,1974,2.124857
Italy,ITA,1975,2.262183
Italy,ITA,1976,2.150081
Italy,ITA,1977,2.732511
Italy,ITA,1978,2.446018
Italy,ITA,1979,2.461029
Italy,ITA,1980,2.42556
Italy,ITA,1981,2.286083
Italy,ITA,1982,2.205845
Italy,ITA,1983,2.194135
Italy,ITA,1984,2.240914
Italy,ITA,1985,2.161455
Italy,ITA,1986,2.173955
Italy,ITA,1987,2.104872
Italy,ITA,1988,2.166131
Italy,ITA,1989,1.814771
Italy,ITA,1990,1.699492
Italy,ITA,1991,2.215824
Italy,ITA,1992,2.224699
Italy,ITA,1993,2.196215
Italy,ITA,1994,2.342072
Italy,ITA,1995,2.014206
Italy,ITA,1996,2.249954
Italy,ITA,1997,2.255555
Italy,ITA,1998,2.275221
Italy,ITA,1999,2.515917
Italy,ITA,2000,2.493005
Italy,ITA,2001,2.637076
Italy,ITA,2002,2.316763
Italy,ITA,2003,2.218013
Italy,ITA,2004,2.564076
Italy,ITA,2005,2.268795
Italy,ITA,2006,2.349101
Italy,ITA,2007,2.19106
Italy,ITA,2008,2.741789
Italy,ITA,2009,3.292735
Italy,ITA,2010,3.650998
Italy,ITA,2011,3.871756
Italy,ITA,2012,4.260053
Italy,ITA,2013,5.010942
Italy,ITA,2014,5.291623
Italy,ITA,2015,4.743923
Italy,ITA,2016,4.656562
Italy,ITA,2017,4.463296
Italy,ITA,2018,4.883847
Italy,ITA,2019,4.762984
Japan,JPN,1965,2.146391
Japan,JPN,1966,2.213109
Japan,JPN,1967,1.888644
Japan,JPN,1968,1.997845
Japan,JPN,1969,2.022356
Japan,JPN,1970,2.002485
Japan,JPN,1971,2.203797
Japan,JPN,1972,2.195669
Japan,JPN,1973,1.700008
Japan,JPN,1974,2.076337
Japan,JPN,1975,2.070356
Japan,JPN,1976,2.051528
Japan,JPN,1977,1.778066
Japan,JPN,1978,1.698963
Japan,JPN,1979,1.945298
Japan,JPN,1980,2.1074
Japan,JPN,1981,2.075867
Japan,JPN,1982,2.124513
Japan,JPN,1983,2.198255
Japan,JPN,1984,1.919318
Japan,JPN,1985,2.178172
Japan,JPN,1986,2.145408
Japan,JPN,1987,2.021825
Japan,JPN,1988,2.388766
Japan,JPN,1989,2.43585
Japan,JPN,1990,2.191706
Japan,JPN,1991,2.358386
Japan,JPN,1992,2.036977
Japan,JPN,1993,2.301713
Japan,JPN,1994,1.718073
Japan,JPN,1995,2.047171
Japan,JPN,1996,2.028371
Japan,JPN,1997,2.254195
Japan,JPN,1998,2.303259
Japan,JPN,1999,34320
Japan,JPN,2000,36810
Japan,JPN,2001,37380
Japan,JPN,2002,35360
Japan,JPN,2003,35660
Japan,JPN,2004,39000
Japan,JPN,2005,41280
Japan,JPN,2006,40590
Japan,JPN,2007,39310
Japan,JPN,2008,39380
Japan,JPN,2009,39230
Japan,JPN,2010,43910
Japan,JPN,2011,47470
Japan,JPN,2012,50060
Japan,JPN,2013,48850
Japan,JPN,2014,44440
Japan,JPN,2015,39380
Japan,JPN,2016,38490
Japan,JPN,2017,38990
Japan,JPN,2018,41850
Japan,JPN,2019,42330
Kazakhstan,KAZ,1985,0.923883
Kazakhstan,KAZ,1986,0.837871
Kazakhstan,KAZ,1987,0.992713
Kazakhstan,KAZ,1988,1.198372
Kazakhstan,KAZ,1989,1.24062
Kazakhstan,KAZ,1990,1.248848
Kazakhstan,KAZ,1991,1.221524
Kazakhstan,KAZ,1992,1.169861
Kazakhstan,KAZ,1993,1.309665
Kazakhstan,KAZ,1994,1.59139
Kazakhstan,KAZ,1995,1.461057
Kazakhstan,KAZ,1996,1.302706
Kazakhstan,KAZ,1997,1.171803
Kazakhstan,KAZ,1998,1.122998
Kazakhstan,KAZ,1999,1.133969
Kazakhstan,KAZ,2000,1.401836
Kazakhstan,KAZ,2001,1.495765
Kazakhstan,KAZ,2002,1.627576
Kazakhstan,KAZ,2003,1.556051
Kazakhstan,KAZ,2004,1.430129
Kazakhstan,KAZ,2005,1.371913
Kazakhstan,KAZ,2006,1.335202
Kazakhstan,KAZ,2007,1.382328
Kazakhstan,KAZ,2008,1.241465
Kazakhstan,KAZ,2009,1.124917
Kazakhstan,KAZ,2010,1.287001
Kazakhstan,KAZ,2011,1.238842
Kazakhstan,KAZ,2012,1.174706
Kazakhstan,KAZ,2013,1.163297
Kazakhstan,KAZ,2014,1.217424
Kazakhstan,KAZ,2015,1.360124
Kazakhstan,KAZ,2016,1.690447
Kazakhstan,KAZ,2017,1.61017
Kazakhstan,KAZ,2018,1.479473
Kazakhstan,KAZ,2019,1.438711
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0.000132
Kuwait,KWT,2014,0.00226
Kuwait,KWT,2015,0.003357
Kuwait,KWT,2016,0.031023
Kuwait,KWT,2017,0.040886
Kuwait,KWT,2018,0.049984
Kuwait,KWT,2019,0.094099
Latvia,LVA,1985,3.205775
Latvia,LVA,1986,3.203492
Latvia,LVA,1987,3.911349
Latvia,LVA,1988,3.145466
Latvia,LVA,1989,3.760253
Latvia,LVA,1990,4.688025
Latvia,LVA,1991,3.434213
Latvia,LVA,1992,2.672818
Latvia,LVA,1993,3.092875
Latvia,LVA,1994,3.608712
Latvia,LVA,1995,3.252927
Latvia,LVA,1996,2.085296
Latvia,LVA,1997,3.346245
Latvia,LVA,1998,4.933959
Latvia,LVA,1999,3.182681
Latvia,LVA,2000,3.290458
Latvia,LVA,2001,3.321284
Latvia,LVA,2002,2.920581
Latvia,LVA,2003,2.762167
Latvia,LVA,2004,3.796226
Latvia,LVA,2005,4.079008
Latvia,LVA,2006,3.348105
Latvia,LVA,2007,3.417598
Latvia,LVA,2008,3.905522
Latvia,LVA,2009,4.345524
Latvia,LVA,2010,4.472755
Latvia,LVA,2011,3.809479
Latvia,LVA,2012,5.099481
Latvia,LVA,2013,4.423399
Latvia,LVA,2014,3.480775
Latvia,LVA,2015,3.52521
Latvia,LVA,2016,4.436411
Latvia,LVA,2017,6.998596
Latvia,LVA,2018,4.510034
Latvia,LVA,2019,4.206245
Lithuania,LTU,1985,0.306731
Lithuania,LTU,1986,0.297168
Lithuania,LTU,1987,0.277541
Lithuania,LTU,1988,0.291969
Lithuania,LTU,1989,0.289987
Lithuania,LTU,1990,0.311147
Lithuania,LTU,1991,0.25396
Lithuania,LTU,1992,0.234243
Lithuania,LTU,1993,0.297376
Lithuania,LTU,1994,0.344082
Lithuania,LTU,1995,0.285666
Lithuania,LTU,1996,0.251264
Lithuania,LTU,1997,0.228895
Lithuania,LTU,1998,0.325832
Lithuania,LTU,1999,0.325872
Lithuania,LTU,2000,0.269132
Lithuania,LTU,2001,0.260166
Lithuania,LTU,2002,0.284302
Lithuania,LTU,2003,0.265015
Lithuania,LTU,2004,0.342439
Lithuania,LTU,2005,0.369617
Lithuania,LTU,2006,0.352672
Lithuania,LTU,2007,0.4733
Lithuania,LTU,2008,0.494594
Lithuania,LTU,2009,0.566607
Lithuania,LTU,2010,0.760342
Lithuania,LTU,2011,0.93471
Lithuania,LTU,2012,1.000115
Lithuania,LTU,2013,1.29816
Lithuania,LTU,2014,1.293528
Lithuania,LTU,2015,1.449265
Lithuania,LTU,2016,1.81744
Lithuania,LTU,2017,2.228736
Lithuania,LTU,2018,1.9033
Lithuania,LTU,2019,2.188223
Luxembourg,LUX,1965,0.727374
Luxembourg,LUX,1966,0.650595
Luxembourg,LUX,1967,0.729849
Luxembourg,LUX,1968,0.741006
Luxembourg,LUX,1969,0.641001
Luxembourg,LUX,1970,0.704363
Luxembourg,LUX,1971,0.395793
Luxembourg,LUX,1972,0.462657
Luxembourg,LUX,1973,0.404957
Luxembourg,LUX,1974,0.59306
Luxembourg,LUX,1975,0.508043
Luxembourg,LUX,1976,0.317414
Luxembourg,LUX,1977,0.708953
Luxembourg,LUX,1978,0.691021
Luxembourg,LUX,1979,0.747292
Luxembourg,LUX,1980,0.772604
Luxembourg,LUX,1981,0.838676
Luxembourg,LUX,1982,0.760046
Luxembourg,LUX,1983,0.743783
Luxembourg,LUX,1984,0.796206
Luxembourg,LUX,1985,0.663117
Luxembourg,LUX,1986,0.776055
Luxembourg,LUX,1987,0.914054
Luxembourg,LUX,1988,0.853907
Luxembourg,LUX,1989,0.654498
Luxembourg,LUX,1990,0.59995
Luxembourg,LUX,1991,0.705067
Luxembourg,LUX,1992,0.580918
Luxembourg,LUX,1993,0.571733
Luxembourg,LUX,1994,0.698453
Luxembourg,LUX,1995,0.731843
Luxembourg,LUX,1996,0.506227
Luxembourg,LUX,1997,0.680682
Luxembourg,LUX,1998,0.932891
Luxembourg,LUX,1999,46520
Luxembourg,LUX,2000,45650
Luxembourg,LUX,2001,44950
Luxembourg,LUX,2002,42400
Luxembourg,LUX,2003,45930
Luxembourg,LUX,2004,62490
Luxembourg,LUX,2005,73070
Luxembourg,LUX,2006,71300
Luxembourg,LUX,2007,85660
Luxembourg,LUX,2008,85830
Luxembourg,LUX,2009,70430
Luxembourg,LUX,2010,77410
Luxembourg,LUX,2011,79040
Luxembourg,LUX,2012,87890
Luxembourg,LUX,2013,85120
Luxembourg,LUX,2014,86710
Luxembourg,LUX,2015,73480
Luxembourg,LUX,2016,73670
Luxembourg,LUX,2017,75710
Luxembourg,LUX,2018,79440
Luxembourg,LUX,2019,77040
Malaysia,MYS,1965,0.171151
Malaysia,MYS,1966,0.196346
Malaysia,MYS,1967,0.200467
Malaysia,MYS,1968,0.216871
Malaysia,MYS,1969,0.267008
Malaysia,MYS,1970,0.309042
Malaysia,MYS,1971,0.262661
Malaysia,MYS,1972,0.283076
Malaysia,MYS,1973,0.265486
Malaysia,MYS,1974,0.235401
Malaysia,MYS,1975,0.22954
Malaysia,MYS,1976,0.211191
Malaysia,MYS,1977,0.167014
Malaysia,MYS,1978,0.191342
Malaysia,MYS,1979,0.227738
Malaysia,MYS,1980,0.283607
Malaysia,MYS,1981,0.306859
Malaysia,MYS,1982,0.288445
Malaysia,MYS,1983,0.327883
Malaysia,MYS,1984,0.63108
Malaysia,MYS,1985,0.671058
Malaysia,MYS,1986,0.713422
Malaysia,MYS,1987,0.834891
Malaysia,MYS,1988,0.934891
Malaysia,MYS,1989,0.839018
Malaysia,MYS,1990,0.620369
Malaysia,MYS,1991,0.667344
Malaysia,MYS,1992,0.62651
Malaysia,MYS,1993,0.691843
Malaysia,MYS,1994,0.901409
Malaysia,MYS,1995,0.843042
Malaysia,MYS,1996,0.685128
Malaysia,MYS,1997,0.537573
Malaysia,MYS,1998,0.559827
Malaysia,MYS,1999,0.925722
Malaysia,MYS,2000,0.905994
Malaysia,MYS,2001,0.772911
Malaysia,MYS,2002,0.659139
Malaysia,MYS,2003,0.607381
Malaysia,MYS,2004,0.660806
Malaysia,MYS,2005,0.690975
Malaysia,MYS,2006,0.708684
Malaysia,MYS,2007,0.667719
Malaysia,MYS,2008,0.833889
Malaysia,MYS,2009,0.783525
Malaysia,MYS,2010,0.704709
Malaysia,MYS,2011,0.867729
Malaysia,MYS,2012,0.95343
Malaysia,MYS,2013,1.133191
Malaysia,MYS,2014,1.219158
Malaysia,MYS,2015,1.249212
Malaysia,MYS,2016,1.728763
Malaysia,MYS,2017,2.245702
Malaysia,MYS,2018,2.189378
Malaysia,MYS,2019,2.226571
Mexico,MEX,1965,0.557961
Mexico,MEX,1966,0.617434
Mexico,MEX,1967,0.651734
Mexico,MEX,1968,0.725072
Mexico,MEX,1969,0.745599
Mexico,MEX,1970,0.809426
Mexico,MEX,1971,0.762639
Mexico,MEX,1972,0.788841
Mexico,MEX,1973,0.815323
Mexico,MEX,1974,0.822835
Mexico,MEX,1975,0.731632
Mexico,MEX,1976,0.808904
Mexico,MEX,1977,0.874159
Mexico,MEX,1978,0.724217
Mexico,MEX,1979,0.799299
Mexico,MEX,1980,0.730714
Mexico,MEX,1981,1.023818
Mexico,MEX,1982,0.946788
Mexico,MEX,1983,0.843775
Mexico,MEX,1984,0.934993
Mexico,MEX,1985,1.099234
Mexico,MEX,1986,0.883872
Mexico,MEX,1987,0.831342
Mexico,MEX,1988,0.910091
Mexico,MEX,1989,1.012693
Mexico,MEX,1990,0.979731
Mexico,MEX,1991,0.924512
Mexico,MEX,1992,1.058578
Mexico,MEX,1993,1.039327
Mexico,MEX,1994,0.816482
Mexico,MEX,1995,1.031106
Mexico,MEX,1996,1.119284
Mexico,MEX,1997,0.947252
Mexico,MEX,1998,0.889341
Mexico,MEX,1999,5510
Mexico,MEX,2000,6210
Mexico,MEX,2001,6740
Mexico,MEX,2002,7100
Mexico,MEX,2003,7360
Mexico,MEX,2004,7820
Mexico,MEX,2005,8050
Mexico,MEX,2006,8690
Mexico,MEX,2007,9250
Mexico,MEX,2008,9780
Mexico,MEX,2009,8820
Mexico,MEX,2010,9040
Mexico,MEX,2011,9310
Mexico,MEX,2012,10050
Mexico,MEX,2013,10270
Mexico,MEX,2014,10500
Mexico,MEX,2015,10160
Mexico,MEX,2016,9390
Mexico,MEX,2017,8920
Mexico,MEX,2018,9180
Mexico,MEX,2019,9470
Morocco,MAR,1965,0.236785
Morocco,MAR,1966,0.200602
Morocco,MAR,1967,0.173124
Morocco,MAR,1968,0.191997
Morocco,MAR,1969,0.242703
Morocco,MAR,1970,0.233608
Morocco,MAR,1971,0.258224
Morocco,MAR,1972,0.265517
Morocco,MAR,1973,0.194212
Morocco,MAR,1974,0.213283
Morocco,MAR,1975,0.158588
Morocco,MAR,1976,0.152328
Morocco,MAR,1977,0.203634
Morocco,MAR,1978,0.206366
Morocco,MAR,1979,0.22516
Morocco,MAR,1980,0.210522
Morocco,MAR,1981,0.138889
Morocco,MAR,1982,0.075719
Morocco,MAR,1983,0.062159
Morocco,MAR,1984,0.046206
Morocco,MAR,1985,0.060003
Morocco,MAR,1986,0.077725
Morocco,MAR,1987,0.097738
Morocco,MAR,1988,0.108768
Morocco,MAR,1989,0.131955
Morocco,MAR,1990,0.13661
Morocco,MAR,1991,0.13482
Morocco,MAR,1992,0.104149
Morocco,MAR,1993,0.047049
Morocco,MAR,1994,0.087772
Morocco,MAR,1995,0.062874
Morocco,MAR,1996,0.198522
Morocco,MAR,1997,0.208471
Morocco,MAR,1998,0.1756
Morocco,MAR,1999,1410
Morocco,MAR,2000,1390
Morocco,MAR,2001,1400
Morocco,MAR,2002,1370
Morocco,MAR,2003,1540
Morocco,MAR,2004,1830
Morocco,MAR,2005,2070
Morocco,MAR,2006,2240
Morocco,MAR,2007,2380
Morocco,MAR,2008,2700
Morocco,MAR,2009,2880
Morocco,MAR,2010,2930
Morocco,MAR,2011,3000
Morocco,MAR,2012,2980
Morocco,MAR,2013,3090
Morocco,MAR,2014,3060
Morocco,MAR,2015,3020
Morocco,MAR,2016,2880
Morocco,MAR,2017,2880
Morocco,MAR,2018,3090
Morocco,MAR,2019,3200
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0.163017
Netherlands,NLD,1976,0.175613
Netherlands,NLD,1977,0.173349
Netherlands,NLD,1978,0.240553
Netherlands,NLD,1979,0.218368
Netherlands,NLD,1980,0.201049
Netherlands,NLD,1981,0.211888
Netherlands,NLD,1982,0.051494
Netherlands,NLD,1983,0.044669
Netherlands,NLD,1984,0.003271
Netherlands,NLD,1985,0.084975
Netherlands,NLD,1986,0.106003
Netherlands,NLD,1987,0.133374
Netherlands,NLD,1988,0.160379
Netherlands,NLD,1989,0.179344
Netherlands,NLD,1990,0.150537
Netherlands,NLD,1991,0.173692
Netherlands,NLD,1992,0.186822
Netherlands,NLD,1993,0.205586
Netherlands,NLD,1994,0.230806
Netherlands,NLD,1995,0.255546
Netherlands,NLD,1996,0.327522
Netherlands,NLD,1997,0.360552
Netherlands,NLD,1998,0.413878
Netherlands,NLD,1999,0.443585
Netherlands,NLD,2000,0.52191
Netherlands,NLD,2001,0.570869
Netherlands,NLD,2002,0.677302
Netherlands,NLD,2003,0.667309
Netherlands,NLD,2004,0.884349
Netherlands,NLD,2005,1.227005
Netherlands,NLD,2006,1.340852
Netherlands,NLD,2007,1.457395
Netherlands,NLD,2008,1.71372
Netherlands,NLD,2009,1.974985
Netherlands,NLD,2010,1.916664
Netherlands,NLD,2011,2.138938
Netherlands,NLD,2012,2.160109
Netherlands,NLD,2013,2.080873
Netherlands,NLD,2014,2.026027
Netherlands,NLD,2015,2.269991
Netherlands,NLD,2016,2.361884
Netherlands,NLD,2017,2.839579
Netherlands,NLD,2018,3.177822
Netherlands,NLD,2019,3.730772
New Zealand,NZL,1965,12.019191
New Zealand,NZL,1966,12.669711
New Zealand,NZL,1967,12.696661
New Zealand,NZL,1968,13.262993
New Zealand,NZL,1969,12.980945
New Zealand,NZL,1970,13.744412
New Zealand,NZL,1971,15.141838
New Zealand,NZL,1972,15.663273
New Zealand,NZL,1973,15.185015
New Zealand,NZL,1974,15.4765
New Zealand,NZL,1975,16.62385
New Zealand,NZL,1976,15.398409
New Zealand,NZL,1977,14.572999
New Zealand,NZL,1978,15.394905
New Zealand,NZL,1979,17.722575
New Zealand,NZL,1980,18.551007
New Zealand,NZL,1981,18.693228
New Zealand,NZL,1982,17.380093
New Zealand,NZL,1983,18.500018
New Zealand,NZL,1984,19.011787
New Zealand,NZL,1985,18.188791
New Zealand,NZL,1986,20.146416
New Zealand,NZL,1987,19.872428
New Zealand,NZL,1988,20.610914
New Zealand,NZL,1989,20.512905
New Zealand,NZL,1990,21.085819
New Zealand,NZL,1991,20.70005
New Zealand,NZL,1992,18.915915
New Zealand,NZL,1993,20.558296
New Zealand,NZL,1994,21.908444
New Zealand,NZL,1995,22.840077
New Zealand,NZL,1996,21.53527
New Zealand,NZL,1997,19.240968
New Zealand,NZL,1998,20.867749
New Zealand,NZL,1999,15040
New Zealand,NZL,2000,14080
New Zealand,NZL,2001,13810
New Zealand,NZL,2002,14170
New Zealand,NZL,2003,16960
New Zealand,NZL,2004,21500
New Zealand,NZL,2005,25440
New Zealand,NZL,2006,26400
New Zealand,NZL,2007,28150
New Zealand,NZL,2008,28630
New Zealand,NZL,2009,29690
New Zealand,NZL,2010,29680
New Zealand,NZL,2011,32230
New Zealand,NZL,2012,36700
New Zealand,NZL,2013,39930
New Zealand,NZL,2014,41680
New Zealand,NZL,2015,40650
New Zealand,NZL,2016,39440
New Zealand,NZL,2017,38910
New Zealand,NZL,2018,41680
New Zealand,NZL,2019,42870
North America,,1965,4.294213
North America,,1966,4.444089
North America,,1967,4.782647
North America,,1968,4.812396
North America,,1969,5.29726
North America,,1970,5.325709
North America,,1971,5.548931
North America,,1972,5.834683
North America,,1973,5.952676
North America,,1974,6.430492
North America,,1975,6.239391
North America,,1976,6.174731
North America,,1977,5.517647
North America,,1978,6.288152
North America,,1979,6.360987
North America,,1980,6.331099
North America,,1981,6.363097
North America,,1982,6.718597
North America,,1983,7.000958
North America,,1984,7.124855
North America,,1985,6.872238
North America,,1986,6.949511
North America,,1987,6.548601
North America,,1988,6.148776
North America,,1989,6.516814
North America,,1990,6.835958
North America,,1991,6.866294
North America,,1992,6.627876
North America,,1993,6.936919
North America,,1994,6.684323
North America,,1995,7.219053
North America,,1996,7.686118
North America,,1997,7.603529
North America,,1998,7.039662
North America,,1999,7.132158
North America,,2000,6.801561
North America,,2001,5.908624
North America,,2002,6.456117
North America,,2003,6.368054
North America,,2004,6.367372
North America,,2005,6.60396
North America,,2006,6.817207
North America,,2007,6.662069
North America,,2008,7.153413
North America,,2009,7.314014
North America,,2010,7.380361
North America,,2011,8.201128
North America,,2012,8.012081
North America,,2013,8.278178
North America,,2014,8.369171
North America,,2015,8.441648
North America,,2016,8.979202
North America,,2017,9.535462
North America,,2018,9.575206
North America,,2019,9.6469
North Macedonia,MKD,1990,0.683312
North Macedonia,MKD,1991,1.181915
North Macedonia,MKD,1992,1.184292
North Macedonia,MKD,1993,0.730847
North Macedonia,MKD,1994,0.974045
North Macedonia,MKD,1995,1.122038
North Macedonia,MKD,1996,1.187085
North Macedonia,MKD,1997,1.250001
North Macedonia,MKD,1998,1.495197
North Macedonia,MKD,1999,1.906293
North Macedonia,MKD,2000,1.597053
North Macedonia,MKD,2001,0.845619
North Macedonia,MKD,2002,1.013005
North Macedonia,MKD,2003,1.823318
North Macedonia,MKD,2004,1.950309
North Macedonia,MKD,2005,1.948201
North Macedonia,MKD,2006,2.137848
North Macedonia,MKD,2007,1.299184
North Macedonia,MKD,2008,1.072759
North Macedonia,MKD,2009,1.61034
North Macedonia,MKD,2010,3.060632
North Macedonia,MKD,2011,1.793731
North Macedonia,MKD,2012,1.29637
North Macedonia,MKD,2013,1.964602
North Macedonia,MKD,2014,1.581894
North Macedonia,MKD,2015,2.468654
North Macedonia,MKD,2016,2.497346
North Macedonia,MKD,2017,1.55627
North Macedonia,MKD,2018,2.345237
North Macedonia,MKD,2019,1.597488
Norway,NOR,1965,36.88689
Norway,NOR,1966,36.068223
Norway,NOR,1967,39.11716
Norway,NOR,1968,43.825012
Norway,NOR,1969,41.436302
Norway,NOR,1970,41.428768
Norway,NOR,1971,44.988655
Norway,NOR,1972,47.602846
